Region/Country/Area,,Year,Series,Value
148,Chad,2020,Life expectancy at birth for both sexes (years),53.8
830,Channel Islands,2020,Life expectancy at birth for both sexes (years),82.8
152,Chile,2020,Life expectancy at birth for both sexes (years),80
156,China,2020,Life expectancy at birth for both sexes (years),76.6
344,"China, Hong Kong SAR",2020,Life expectancy at birth for both sexes (years),84.6
446,"China, Macao SAR",2020,Life expectancy at birth for both sexes (years),84
170,Colombia,2020,Life expectancy at birth for both sexes (years),77
174,Comoros,2020,Life expectancy at birth for both sexes (years),64
178,Congo,2020,Life expectancy at birth for both sexes (years),64.2
188,Costa Rica,2020,Life expectancy at birth for both sexes (years),80
384,Côte d’Ivoire,2020,Life expectancy at birth for both sexes (years),57.2
191,Croatia,2020,Life expectancy at birth for both sexes (years),78.2
192,Cuba,2020,Life expectancy at birth for both sexes (years),78.7
531,Curaçao,2020,Life expectancy at birth for both sexes (years),78.6
196,Cyprus,2020,Life expectancy at birth for both sexes (years),80.7
203,Czechia,2020,Life expectancy at birth for both sexes (years),79.1
408,Dem. People's Rep. Korea,2020,Life expectancy at birth for both sexes (years),72
180,Dem. Rep. of the Congo,2020,Life expectancy at birth for both sexes (years),60.2
208,Denmark,2020,Life expectancy at birth for both sexes (years),80.7
262,Djibouti,2020,Life expectancy at birth for both sexes (years),66.5
214,Dominican Republic,2020,Life expectancy at birth for both sexes (years),73.8
218,Ecuador,2020,Life expectancy at birth for both sexes (years),76.7
818,Egypt,2020,Life expectancy at birth for both sexes (years),71.7
222,El Salvador,2020,Life expectancy at birth for both sexes (years),73
226,Equatorial Guinea,2020,Life expectancy at birth for both sexes (years),58.2
232,Eritrea,2020,Life expectancy at birth for both sexes (years),65.7
233,Estonia,2020,Life expectancy at birth for both sexes (years),78.5
748,Eswatini,2020,Life expectancy at birth for both sexes (years),59.3
231,Ethiopia,2020,Life expectancy at birth for both sexes (years),66
242,Fiji,2020,Life expectancy at birth for both sexes (years),67.3
246,Finland,2020,Life expectancy at birth for both sexes (years),81.6
250,France,2020,Life expectancy at birth for both sexes (years),82.5
254,French Guiana,2020,Life expectancy at birth for both sexes (years),79.7
258,French Polynesia,2020,Life expectancy at birth for both sexes (years),77.4
266,Gabon,2020,Life expectancy at birth for both sexes (years),66.1
270,Gambia,2020,Life expectancy at birth for both sexes (years),61.5
268,Georgia,2020,Life expectancy at birth for both sexes (years),73.5
276,Germany,2020,Life expectancy at birth for both sexes (years),81.1
288,Ghana,2020,Life expectancy at birth for both sexes (years),63.7
300,Greece,2020,Life expectancy at birth for both sexes (years),82
308,Grenada,2020,Life expectancy at birth for both sexes (years),72.4
312,Guadeloupe,2020,Life expectancy at birth for both sexes (years),81.8
316,Guam,2020,Life expectancy at birth for both sexes (years),79.8
320,Guatemala,2020,Life expectancy at birth for both sexes (years),73.9
324,Guinea,2020,Life expectancy at birth for both sexes (years),61
624,Guinea-Bissau,2020,Life expectancy at birth for both sexes (years),57.8
328,Guyana,2020,Life expectancy at birth for both sexes (years),69.7
332,Haiti,2020,Life expectancy at birth for both sexes (years),63.5
340,Honduras,2020,Life expectancy at birth for both sexes (years),75
348,Hungary,2020,Life expectancy at birth for both sexes (years),76.6
352,Iceland,2020,Life expectancy at birth for both sexes (years),82.8
356,India,2020,Life expectancy at birth for both sexes (years),69.3
360,Indonesia,2020,Life expectancy at birth for both sexes (years),71.4
364,Iran (Islamic Republic of),2020,Life expectancy at birth for both sexes (years),76.3
368,Iraq,2020,Life expectancy at birth for both sexes (years),70.4
372,Ireland,2020,Life expectancy at birth for both sexes (years),82
376,Israel,2020,Life expectancy at birth for both sexes (years),82.7
380,Italy,2020,Life expectancy at birth for both sexes (years),83.3
388,Jamaica,2020,Life expectancy at birth for both sexes (years),74.3
392,Japan,2020,Life expectancy at birth for both sexes (years),84.4
400,Jordan,2020,Life expectancy at birth for both sexes (years),74.3
398,Kazakhstan,2020,Life expectancy at birth for both sexes (years),73.2
404,Kenya,2020,Life expectancy at birth for both sexes (years),66.2
296,Kiribati,2020,Life expectancy at birth for both sexes (years),68
414,Kuwait,2020,Life expectancy at birth for both sexes (years),75.3
417,Kyrgyzstan,2020,Life expectancy at birth for both sexes (years),71.2
418,Lao People's Dem. Rep.,2020,Life expectancy at birth for both sexes (years),67.4
428,Latvia,2020,Life expectancy at birth for both sexes (years),75.1
422,Lebanon,2020,Life expectancy at birth for both sexes (years),78.8
426,Lesotho,2020,Life expectancy at birth for both sexes (years),53.5
430,Liberia,2020,Life expectancy at birth for both sexes (years),63.6
434,Libya,2020,Life expectancy at birth for both sexes (years),72.7
440,Lithuania,2020,Life expectancy at birth for both sexes (years),75.7
442,Luxembourg,2020,Life expectancy at birth for both sexes (years),82
450,Madagascar,2020,Life expectancy at birth for both sexes (years),66.5
454,Malawi,2020,Life expectancy at birth for both sexes (years),63.4
458,Malaysia,2020,Life expectancy at birth for both sexes (years),75.9
462,Maldives,2020,Life expectancy at birth for both sexes (years),78.5
466,Mali,2020,Life expectancy at birth for both sexes (years),58.7
470,Malta,2020,Life expectancy at birth for both sexes (years),82.3
474,Martinique,2020,Life expectancy at birth for both sexes (years),82.3
478,Mauritania,2020,Life expectancy at birth for both sexes (years),64.6
480,Mauritius,2020,Life expectancy at birth for both sexes (years),74.8
175,Mayotte,2020,Life expectancy at birth for both sexes (years),79.3
484,Mexico,2020,Life expectancy at birth for both sexes (years),75
583,Micronesia (Fed. States of),2020,Life expectancy at birth for both sexes (years),67.7
496,Mongolia,2020,Life expectancy at birth for both sexes (years),69.5
499,Montenegro,2020,Life expectancy at birth for both sexes (years),76.7
504,Morocco,2020,Life expectancy at birth for both sexes (years),76.3
508,Mozambique,2020,Life expectancy at birth for both sexes (years),60.1
104,Myanmar,2020,Life expectancy at birth for both sexes (years),66.8
516,Namibia,2020,Life expectancy at birth for both sexes (years),63
524,Nepal,2020,Life expectancy at birth for both sexes (years),70.3
528,Netherlands,2020,Life expectancy at birth for both sexes (years),82.1
540,New Caledonia,2020,Life expectancy at birth for both sexes (years),77.3
554,New Zealand,2020,Life expectancy at birth for both sexes (years),82.1
558,Nicaragua,2020,Life expectancy at birth for both sexes (years),74.2
562,Niger,2020,Life expectancy at birth for both sexes (years),61.8
566,Nigeria,2020,Life expectancy at birth for both sexes (years),54.2
578,Norway,2020,Life expectancy at birth for both sexes (years),82.2
512,Oman,2020,Life expectancy at birth for both sexes (years),77.5
158,Other non-specified areas,2020,Life expectancy at birth for both sexes (years),80.2
586,Pakistan,2020,Life expectancy at birth for both sexes (years),67
591,Panama,2020,Life expectancy at birth for both sexes (years),78.2
598,Papua New Guinea,2020,Life expectancy at birth for both sexes (years),64.2
600,Paraguay,2020,Life expectancy at birth for both sexes (years),74.1
604,Peru,2020,Life expectancy at birth for both sexes (years),76.4
608,Philippines,2020,Life expectancy at birth for both sexes (years),71
616,Poland,2020,Life expectancy at birth for both sexes (years),78.5
620,Portugal,2020,Life expectancy at birth for both sexes (years),81.8
630,Puerto Rico,2020,Life expectancy at birth for both sexes (years),79.9
634,Qatar,2020,Life expectancy at birth for both sexes (years),80
410,Republic of Korea,2020,Life expectancy at birth for both sexes (years),82.8
498,Republic of Moldova,2020,Life expectancy at birth for both sexes (years),71.7
638,Réunion,2020,Life expectancy at birth for both sexes (years),80
642,Romania,2020,Life expectancy at birth for both sexes (years),75.8
643,Russian Federation,2020,Life expectancy at birth for both sexes (years),72.3
646,Rwanda,2020,Life expectancy at birth for both sexes (years),68.4
662,Saint Lucia,2020,Life expectancy at birth for both sexes (years),76
670,Saint Vincent & Grenadines,2020,Life expectancy at birth for both sexes (years),72.4
882,Samoa,2020,Life expectancy at birth for both sexes (years),73.1
678,Sao Tome and Principe,2020,Life expectancy at birth for both sexes (years),70
682,Saudi Arabia,2020,Life expectancy at birth for both sexes (years),74.9
686,Senegal,2020,Life expectancy at birth for both sexes (years),67.5
688,Serbia,2020,Life expectancy at birth for both sexes (years),75.8
690,Seychelles,2020,Life expectancy at birth for both sexes (years),73.3
694,Sierra Leone,2020,Life expectancy at birth for both sexes (years),54.1
702,Singapore,2020,Life expectancy at birth for both sexes (years),83.4
703,Slovakia,2020,Life expectancy at birth for both sexes (years),77.3
705,Slovenia,2020,Life expectancy at birth for both sexes (years),81.1
90,Solomon Islands,2020,Life expectancy at birth for both sexes (years),72.8
706,Somalia,2020,Life expectancy at birth for both sexes (years),56.9
710,South Africa,2020,Life expectancy at birth for both sexes (years),63.6
728,South Sudan,2020,Life expectancy at birth for both sexes (years),57.4
724,Spain,2020,Life expectancy at birth for both sexes (years),83.4
144,Sri Lanka,2020,Life expectancy at birth for both sexes (years),76.7
275,State of Palestine,2020,Life expectancy at birth for both sexes (years),73.8
729,Sudan,2020,Life expectancy at birth for both sexes (years),64.9
740,Suriname,2020,Life expectancy at birth for both sexes (years),71.5
752,Sweden,2020,Life expectancy at birth for both sexes (years),82.6
756,Switzerland,2020,Life expectancy at birth for both sexes (years),83.6
760,Syrian Arab Republic,2020,Life expectancy at birth for both sexes (years),71.3
762,Tajikistan,2020,Life expectancy at birth for both sexes (years),70.8
764,Thailand,2020,Life expectancy at birth for both sexes (years),76.8
807,North Macedonia,2020,Life expectancy at birth for both sexes (years),75.6
626,Timor-Leste,2020,Life expectancy at birth for both sexes (years),69.2
768,Togo,2020,Life expectancy at birth for both sexes (years),60.5
776,Tonga,2020,Life expectancy at birth for both sexes (years),70.7
780,Trinidad and Tobago,2020,Life expectancy at birth for both sexes (years),73.3
788,Tunisia,2020,Life expectancy at birth for both sexes (years),76.4
792,Turkey,2020,Life expectancy at birth for both sexes (years),77.3
795,Turkmenistan,2020,Life expectancy at birth for both sexes (years),68
800,Uganda,2020,Life expectancy at birth for both sexes (years),62.8
804,Ukraine,2020,Life expectancy at birth for both sexes (years),71.8
784,United Arab Emirates,2020,Life expectancy at birth for both sexes (years),77.7
826,United Kingdom,2020,Life expectancy at birth for both sexes (years),81.2
834,United Rep. of Tanzania,2020,Life expectancy at birth for both sexes (years),64.8
840,United States of America,2020,Life expectancy at birth for both sexes (years),78.8
850,United States Virgin Islands,2020,Life expectancy at birth for both sexes (years),80.3
858,Uruguay,2020,Life expectancy at birth for both sexes (years),77.7
860,Uzbekistan,2020,Life expectancy at birth for both sexes (years),71.5
548,Vanuatu,2020,Life expectancy at birth for both sexes (years),70.2
862,Venezuela (Boliv. Rep. of),2020,Life expectancy at birth for both sexes (years),72.1
704,Viet Nam,2020,Life expectancy at birth for both sexes (years),75.3
732,Western Sahara,2020,Life expectancy at birth for both sexes (years),69.9
887,Yemen,2020,Life expectancy at birth for both sexes (years),66
894,Zambia,2020,Life expectancy at birth for both sexes (years),63.3
716,Zimbabwe,2020,Life expectancy at birth for both sexes (years),60.8
