Region/Country/Area,,Year,Series,Value
462,Maldives,2019,Sex ratio (males per 100 females),172.4
466,Mali,2019,Sex ratio (males per 100 females),100.3
470,Malta,2019,Sex ratio (males per 100 females),100.5
474,Martinique,2019,Sex ratio (males per 100 females),85.4
478,Mauritania,2019,Sex ratio (males per 100 females),100.8
480,Mauritius,2019,Sex ratio (males per 100 females),97.6
484,Mexico,2019,Sex ratio (males per 100 females),95.8
583,Micronesia (Fed. States of),2019,Sex ratio (males per 100 females),103.4
496,Mongolia,2019,Sex ratio (males per 100 females),97.2
499,Montenegro,2019,Sex ratio (males per 100 females),97.8
504,Morocco,2019,Sex ratio (males per 100 females),98.4
508,Mozambique,2019,Sex ratio (males per 100 females),94.4
104,Myanmar,2019,Sex ratio (males per 100 females),93
516,Namibia,2019,Sex ratio (males per 100 females),94
524,Nepal,2019,Sex ratio (males per 100 females),83.8
528,Netherlands,2019,Sex ratio (males per 100 females),99.2
540,New Caledonia,2019,Sex ratio (males per 100 females),101.2
554,New Zealand,2019,Sex ratio (males per 100 females),96.7
558,Nicaragua,2019,Sex ratio (males per 100 females),97.2
562,Niger,2019,Sex ratio (males per 100 females),101
566,Nigeria,2019,Sex ratio (males per 100 females),102.7
807,North Macedonia,2019,Sex ratio (males per 100 females),100.1
578,Norway,2019,Sex ratio (males per 100 females),102.1
512,Oman,2019,Sex ratio (males per 100 females),194.3
586,Pakistan,2019,Sex ratio (males per 100 females),106
591,Panama,2019,Sex ratio (males per 100 females),100.3
598,Papua New Guinea,2019,Sex ratio (males per 100 females),104.3
600,Paraguay,2019,Sex ratio (males per 100 females),103.4
604,Peru,2019,Sex ratio (males per 100 females),98.7
608,Philippines,2019,Sex ratio (males per 100 females),101
616,Poland,2019,Sex ratio (males per 100 females),94
620,Portugal,2019,Sex ratio (males per 100 females),89.7
630,Puerto Rico,2019,Sex ratio (males per 100 females),90.3
634,Qatar,2019,Sex ratio (males per 100 females),305.4
410,Republic of Korea,2019,Sex ratio (males per 100 females),100.3
498,Republic of Moldova,2019,Sex ratio (males per 100 females),92
638,Réunion,2019,Sex ratio (males per 100 females),93.8
642,Romania,2019,Sex ratio (males per 100 females),94.7
643,Russian Federation,2019,Sex ratio (males per 100 females),86.4
646,Rwanda,2019,Sex ratio (males per 100 females),96.7
662,Saint Lucia,2019,Sex ratio (males per 100 females),97
670,Saint Vincent & Grenadines,2019,Sex ratio (males per 100 females),102.9
882,Samoa,2019,Sex ratio (males per 100 females),107.3
678,Sao Tome and Principe,2019,Sex ratio (males per 100 females),100.2
682,Saudi Arabia,2019,Sex ratio (males per 100 females),136.6
686,Senegal,2019,Sex ratio (males per 100 females),95.2
688,Serbia,2019,Sex ratio (males per 100 females),96
690,Seychelles,2019,Sex ratio (males per 100 females),105.5
694,Sierra Leone,2019,Sex ratio (males per 100 females),99.6
702,Singapore,2019,Sex ratio (males per 100 females),109.8
703,Slovakia,2019,Sex ratio (males per 100 females),94.9
705,Slovenia,2019,Sex ratio (males per 100 females),99.1
90,Solomon Islands,2019,Sex ratio (males per 100 females),103.4
706,Somalia,2019,Sex ratio (males per 100 females),99.5
710,South Africa,2019,Sex ratio (males per 100 females),97.2
724,Spain,2019,Sex ratio (males per 100 females),96.6
144,Sri Lanka,2019,Sex ratio (males per 100 females),92.3
275,State of Palestine,2019,Sex ratio (males per 100 females),102.9
740,Suriname,2019,Sex ratio (males per 100 females),101.1
752,Sweden,2019,Sex ratio (males per 100 females),100.3
756,Switzerland,2019,Sex ratio (males per 100 females),98.4
760,Syrian Arab Republic,2019,Sex ratio (males per 100 females),100.5
762,Tajikistan,2019,Sex ratio (males per 100 females),101.6
764,Thailand,2019,Sex ratio (males per 100 females),94.9
626,Timor-Leste,2019,Sex ratio (males per 100 females),102.2
768,Togo,2019,Sex ratio (males per 100 females),99
776,Tonga,2019,Sex ratio (males per 100 females),100.1
780,Trinidad and Tobago,2019,Sex ratio (males per 100 females),97.6
788,Tunisia,2019,Sex ratio (males per 100 females),98.3
792,Turkey,2019,Sex ratio (males per 100 females),97.4
795,Turkmenistan,2019,Sex ratio (males per 100 females),97
800,Uganda,2019,Sex ratio (males per 100 females),97.1
804,Ukraine,2019,Sex ratio (males per 100 females),86.3
784,United Arab Emirates,2019,Sex ratio (males per 100 females),225.3
826,United Kingdom,2019,Sex ratio (males per 100 females),97.6
834,United Rep. of Tanzania,2019,Sex ratio (males per 100 females),99.8
840,United States of America,2019,Sex ratio (males per 100 females),97.9
850,United States Virgin Islands,2019,Sex ratio (males per 100 females),90.6
858,Uruguay,2019,Sex ratio (males per 100 females),93.4
860,Uzbekistan,2019,Sex ratio (males per 100 females),99.5
548,Vanuatu,2019,Sex ratio (males per 100 females),102.8
862,Venezuela (Boliv. Rep. of),2019,Sex ratio (males per 100 females),97.1
704,Viet Nam,2019,Sex ratio (males per 100 females),99.7
732,Western Sahara,2019,Sex ratio (males per 100 females),109.7
887,Yemen,2019,Sex ratio (males per 100 females),101.5
894,Zambia,2019,Sex ratio (males per 100 females),98.1
716,Zimbabwe,2019,Sex ratio (males per 100 females),91.1
